insblock,instrial,duration,prewardA,prewardB,positionA,positionB,trialstart,trialend,eventNumber,presstime,latency,key,outcome,actual_time,optimal_time,trialstart_vblt,feedback_vblt,iti_fixonset_vblt,iti_fixoffset_vblt,ITI
1,1,6,0.4,0.4,1,3,100701.994855285,NaN,1,106124.994855285,5423,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,108772.437649429,271625855.669616,1,111721.437649429,2949,"9(",1,9.63336228677869,7.8,271617.835687927,271623.9024047,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,108772.437649429,271625855.669616,2,114076.437649429,5304,"9(",0,9.63336228677869,7.8,271617.835687927,271623.9024047,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,108772.437649429,271625855.669616,3,114601.437649429,5829.00000000001,"9(",0,9.63336228677869,7.8,271617.835687927,271623.9024047,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,1,118825.389880359,2110,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,2,119048.389880359,2333,"9(",1,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,3,119275.389880359,2560,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,4,119594.389880359,2879.00000000001,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,5,119816.389880359,3101,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,6,120024.389880359,3309,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,7,120206.389880359,3491,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,8,120384.389880359,3669,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,9,120585.389880359,3870,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,10,120812.389880359,4097.00000000001,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,11,121054.389880359,4339,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,12,121242.389880359,4527,"9(",1,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,13,121440.389880359,4725.00000000001,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,14,121635.389880359,4920,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,15,121834.389880359,5119,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,16,122027.389880359,5312,"9(",1,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,17,122194.389880359,5479,"9(",1,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,18,122390.389880359,5675,"9(",0,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,3,6,0.325715687150989,0.311433495310136,1,3,116715.389880359,271633805.465105,19,122568.389880359,5853.00000000001,"9(",1,7.92668893794618,7.8,271625.902385639,271631.952357604,NaN,NaN,0.8
1,4,6,0.217127828052315,0.325093512430813,1,3,125364.036595166,271642455.360767,1,126067.036595166,703.000000000003,"8*",0,8.62672752950671,7.8,271633.852361768,271639.902398248,NaN,NaN,0.8
1,4,6,0.217127828052315,0.325093512430813,1,3,125364.036595166,271642455.360767,2,126238.036595166,873.999999999995,"8*",0,8.62672752950671,7.8,271633.852361768,271639.902398248,NaN,NaN,0.8
