insblock,instrial,duration,prewardA,prewardB,positionA,positionB,trialstart,trialend,eventNumber,presstime,latency,key,outcome,actual_time,optimal_time,trialstart_vblt,feedback_vblt,iti_fixonset_vblt,iti_fixoffset_vblt,ITI
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,1,240195.333839357,3673,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,2,240427.333839357,3905,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,3,240656.333839357,4133.99999999999,"9(",1,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,4,240970.333839357,4447.99999999998,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,5,241236.333839357,4714,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,6,241481.333839357,4959,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,7,241720.333839357,5197.99999999998,"9(",1,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,8,241973.333839357,5450.99999999999,"9(",1,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,9,242218.333839357,5696,"9(",1,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,10,242467.333839357,5944.99999999999,"9(",1,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,11,242739.333839357,6216.99999999998,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,12,243037.333839357,6514.99999999999,"9(",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,13,243805.333839357,7282.99999999999,"8*",-1,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,14,244268.333839357,7745.99999999998,"8*",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,1,6,0.4,0.4,1,3,236522.333839357,NaN,15,244654.333839357,8132.00000000001,"8*",0,NaN,NaN,NaN,NaN,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,244946.047766805,370959114.117239,1,246041.047766805,1095,"9(",0,10.9178055478008,7.8,370950.74431273,370956.810988155,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,244946.047766805,370959114.117239,2,246290.047766805,1343.99999999999,"9(",0,10.9178055478008,7.8,370950.74431273,370956.810988155,NaN,NaN,0.8
