insblock,instrial,duration,prewardA,prewardB,positionA,positionB,trialstart,trialend,eventNumber,presstime,latency,key,outcome,actual_time,optimal_time,trialstart_vblt,feedback_vblt,iti_fixonset_vblt,iti_fixoffset_vblt,ITI
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,1,124340.304535508,2194,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,2,124686.304535508,2539.99999999999,"9(",1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,3,124882.304535508,2735.99999999999,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,4,125057.304535508,2911,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,5,125210.304535508,3063.99999999999,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,6,125362.304535508,3215.99999999999,"9(",1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,7,125510.304535508,3363.99999999999,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,8,125655.304535508,3509,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,9,125795.304535508,3649,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,10,125936.304535508,3789.99999999999,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,11,126075.304535508,3929,"9(",1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,12,126211.304535508,4065,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,13,126370.304535508,4223.99999999999,"9(",1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,14,126521.304535508,4375,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,15,126662.304535508,4515.99999999999,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,16,126810.304535508,4664,"9(",1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,17,126960.304535508,4813.99999999999,"9(",1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,18,127116.304535508,4970,"9(",0,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,19,127241.304535508,5095,"9(",1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
1,2,6,0.249866446576134,0.310700407130837,1,3,122146.304535508,349151765.710519,20,127260.304535508,5113.99999999999,"8*",-1,10.1655234845481,7.8,349143.328907718,349149.395618626,NaN,NaN,0.8
