"insblock","instrial","duration","prewardA","prewardB","positionA","positionB","trialstart","trialend","eventNumber","presstime","latency","key","outcome","actual_time","optimal_time","trialstart_vblt","feedback_vblt","ITI","id","iti_fixonset_vblt","iti_fixoffset_vblt","nextkey","prevkey","switch","irt"
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,12,1125218.17207868,2393.31779466011,"1!",1,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,149.63498339057
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,13,1125401.43594002,2576.58165600151,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.2638613414
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,14,1125584.74350437,2759.88922035322,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.30756435171
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,15,1125751.29738283,2926.44309881143,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,166.55387845821
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,16,1125918.18697723,3093.3326932136,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,166.88959440217
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,17,1126101.46540632,3276.61112230271,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.27842908911
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,18,1126284.41904505,3459.56476102583,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,182.95363872312
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,19,1126467.61834571,3642.76406168938,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.19930066355
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,20,1126634.2251971,3809.37091307715,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,166.60685138777
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,21,1126800.93004853,3976.07576451264,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,166.70485143549
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,22,1127001.17968345,4176.32539942861,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,200.24963491597
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,23,1127184.07438994,4359.22010592185,"1!",1,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,182.89470649324
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,24,1127350.69746427,4525.84318025038,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,166.62307432853
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,25,1127533.88881912,4709.03453510255,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.19135485217
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,26,1127733.84445413,4908.99017010815,"1!",1,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,199.9556350056
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,27,1127917.12851167,5092.27422764525,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.2840575371
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,28,1128083.76549134,5258.91120731831,"1!",1,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,166.63697967306
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,29,1128267.0363057,5442.18202168122,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.270814362911
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,30,1128450.42432259,5625.57003856637,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.38801688515
1,12,6,0.2,0.2,2,3,1121843368.57674,NA,31,1128633.56767055,5808.71338653378,"1!",0,NA,NA,NA,NA,2.4,"17",NA,NA,"1!","1!",0,183.14334796741
1,12,6,0.2,0.2,2,3,1121843368.57674,1121852971.28531,32,1128816.80934966,5991.9550656341,"1!",0,9.58901308100556,9.4,141.347644194029,147.495397644583,2.4,"17",148.511693776585,150.927482692758,NA,"1!",0,183.24167910032
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,1,1123219.27788873,394.423604710028,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!",NA,0,NA
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,2,1123402.52552736,577.671243343502,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,183.247638633474
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,3,1123569.17144634,744.317162316293,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,166.645918972791
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,4,1123752.44192938,927.5876453612,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,183.270483044907
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,5,1123935.69387189,1110.83958786912,"1!",1,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,183.25194250792
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,6,1124152.32307134,1327.46878731996,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,216.62919945084
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,7,1124318.93853094,1494.08424692228,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,166.61545960232
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,8,1124502.48348011,1677.62919608504,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,183.54494916276
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,9,1124652.42272658,1827.56844256073,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,149.93924647569
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,10,1124818.76537549,1993.91109147109,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,166.34264891036
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,11,1124985.3785175,2160.52423347719,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,166.6131420061
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,12,1125152.34525381,2327.49096979387,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,166.96673631668
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,13,1125335.27637898,2510.4220949579,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","1!",0,182.93112516403
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,14,1125502.20735856,2677.35307454132,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","1!",1,166.93097958342
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,15,1125668.85824381,2844.00395979173,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,166.65088525041
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,16,1125835.04263587,3010.18835185096,"2@",1,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,166.18439205923
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,17,1126002.88110828,3178.02682425827,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,167.83847240731
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,18,1126168.66886542,3343.81458139978,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,165.78775714151
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,19,1126318.5187203,3493.66443627514,"2@",1,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,149.84985487536
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,20,1126503.02612149,3678.17183746956,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,184.50740119442
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,21,1126653.00013168,3828.14584765583,"2@",1,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,149.97401018627
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,22,1126818.39290956,3993.53862553835,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,165.39277788252
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,23,1127002.51658816,4177.6623041369,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,184.12367859855
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,24,1127151.44405161,4326.5897675883,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,148.927463451399
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,25,1127334.69202133,4509.83773730695,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"2@","2@",0,183.24796971865
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,26,1127501.55049419,4676.6962101683,"2@",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","2@",0,166.85847286135
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,27,1127667.79712956,4842.94284554198,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","2@",1,166.24663537368
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,28,1127852.60151043,5027.74722641334,"1!",1,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,184.80438087136
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,29,1128034.29935939,5209.44507536478,"1!",1,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,181.697848951439
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,30,1128217.74995044,5392.89566641673,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,183.45059105195
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,31,1128384.30647758,5559.45219355635,"1!",1,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,166.55652713962
1,13,6,0.2,0.2,2,3,1121852981.16841,NA,32,1128567.57497434,5742.72069032304,"1!",0,NA,NA,NA,NA,7.2,"17",NA,NA,"1!","1!",0,183.26849676669
1,13,6,0.2,0.2,2,3,1121852981.16841,1121867299.80561,33,1128751.12058568,5926.26630165614,"1!",0,14.3043285514218,14.2,150.960766253527,157.025183336111,7.2,"17",158.041456623469,165.255492466269,NA,"1!",0,183.5456113331
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,1,93974.9212465206,711.429611968924,"1!",1,NA,NA,NA,NA,9.9,"41",NA,NA,"1!",NA,0,NA
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,2,94425.0503684846,1161.55873393291,"1!",0,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","1!",0,450.129121963986
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,3,94608.4883237302,1344.99668917852,"1!",1,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","1!",0,183.43795524561
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,4,94808.4734250399,1544.98179048824,"1!",1,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","1!",0,199.98510130972
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,5,95025.078841539,1761.58720698731,"1!",0,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","1!",0,216.60541649907
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,6,95208.4436276594,1944.95199310768,"1!",0,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","1!",0,183.36478612037
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,7,95408.3403300859,2144.84869553417,"1!",0,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","1!",0,199.89670242649
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,8,95591.6504876762,2328.15885312448,"1!",0,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","1!",0,183.31015759031
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,9,95791.6723390911,2528.18070453941,"1!",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","1!",0,200.02185141493
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,10,96024.9103208146,2761.41868626291,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","1!",1,233.2379817235
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,11,96241.6140686649,2978.12243411317,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,216.70374785026
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,12,96425.0043480964,3161.51271354465,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,183.39027943148
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,13,96608.3227827433,3344.83114819159,"2@",1,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,183.31843464694
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,14,96808.5207697689,3545.02913521719,"2@",1,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,200.1979870256
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,15,96992.0812253361,3728.5895907844,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,183.56045556721
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,16,97225.3076191803,3961.81598462863,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,233.22639384423
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,17,97391.8276165307,4128.33598197903,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,166.5199973504
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,18,97591.7620623034,4328.2704277517,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,199.934445772669
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,19,97791.71339326,4528.22175870824,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,199.95133095654
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,20,97991.7481568658,4728.25652231404,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,200.0347636058
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,21,98211.5902307663,4948.09859621455,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,219.84207390051
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,22,98408.2605393299,5144.76890477818,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,196.67030856363
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,23,98591.6875688666,5328.19593431486,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"2@","2@",0,183.42702953668
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,24,98791.7878866968,5528.29625214508,"2@",0,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","2@",0,200.10031783022
1,1,6,0.2,0.2,2,1,93176367.9459234,NA,25,98991.6206902956,5728.12905574392,"1!",0,NA,NA,NA,NA,9.9,"41",NA,NA,"1!","2@",1,199.83280359884
1,1,6,0.2,0.2,2,1,93176367.9459234,93193457.0102857,26,99208.4989183452,5945.00728379353,"1!",1,17.0847152695007,16.9,6.16650708515954,12.2828595550236,9.9,"41",13.2995056946093,23.2158157859958,NA,"1!",0,216.878228049611
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,1,93832.5066656792,569.015031127492,"1!",1,NA,NA,NA,NA,5.4,"41",NA,NA,"1!",NA,0,NA
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,2,94032.7079635129,769.216328961193,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,200.201297833701
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,3,94282.603010531,1019.11137597926,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,249.895047018067
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,4,94465.9777291193,1202.48609456758,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,183.37471858832
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,5,94649.2590825758,1385.76744802413,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,183.28135345655
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,6,94849.2431906446,1585.75155609287,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,199.98410806874
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,7,95049.226636543,1785.73500199127,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"2@","1!",0,199.9834458984
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,8,95199.2325960121,1935.7409614604,"2@",0,NA,NA,NA,NA,5.4,"41",NA,NA,"2@","1!",1,150.00595946913
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,9,95399.457400675,2135.96576612326,"2@",0,NA,NA,NA,NA,5.4,"41",NA,NA,"2@","2@",0,200.22480466286
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,10,95615.8251003174,2352.3334657657,"2@",0,NA,NA,NA,NA,5.4,"41",NA,NA,"2@","2@",0,216.36769964244
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,11,95799.2031297284,2535.71149517666,"2@",0,NA,NA,NA,NA,5.4,"41",NA,NA,"2@","2@",0,183.37802941096
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,12,95949.2729880251,2685.78135347343,"2@",0,NA,NA,NA,NA,5.4,"41",NA,NA,"2@","2@",0,150.06985829677
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,13,96149.2004810673,2885.70884651563,"2@",0,NA,NA,NA,NA,5.4,"41",NA,NA,"2@","2@",0,199.9274930422
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,14,96332.4917669918,3069.00013244012,"2@",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","2@",0,183.29128592449
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,15,96482.5308346583,3219.03920010664,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","2@",1,150.03906766652
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,16,96715.9919656363,3452.50033108459,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,233.46113097795
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,17,96899.1236700488,3635.63203549711,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,183.13170441252
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,18,97049.1362511632,3785.64461661153,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,150.01258111442
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,19,97215.7621947511,3952.27056019939,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,166.62594358786
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,20,97382.4520371521,4118.96040260035,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,166.68984240096
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,21,97549.1064537885,4285.6148192368,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,166.65441663645
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,22,97732.473557476,4468.98192292429,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,183.36710368749
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,23,97949.0753320818,4685.58369753009,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,216.6017746058
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,24,98099.0965213235,4835.60488677176,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,150.02118924167
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,25,98265.7976205185,5002.30598596681,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,166.70109919505
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,26,98449.2925218613,5185.8008873096,"1!",1,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,183.494901342789
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,27,98616.1621417662,5352.6705072145,"1!",0,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,166.8696199049
1,2,6,0.2,0.2,2,1,93193476.7440958,NA,28,98799.4395222589,5535.94788770715,"1!",1,NA,NA,NA,NA,5.4,"41",NA,NA,"1!","1!",0,183.27738049265
1,2,6,0.2,0.2,2,1,93193476.7440958,93205993.4634045,29,99166.0108373138,5902.51920276205,"1!",0,12.503228711429,12.4,23.2657402993063,29.3155320487422,5.4,"41",30.3321963978378,35.748747185804,NA,"1!",0,366.5713150549
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,1,93792.1749215269,528.683286975138,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@",NA,0,NA
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,2,94042.4414425173,778.949807965546,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,250.266520990408
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,3,94242.388138325,978.896503773285,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,199.946695807739
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,4,94459.0395752269,1195.54794067517,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,216.651436901885
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,5,94642.6338011473,1379.14216659556,"2@",1,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,183.59422592039
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,6,94842.3301989781,1578.83856442641,"2@",1,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,199.69639783085
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,7,95025.6512822774,1762.15964772564,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,183.32108329923
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,8,95342.2835164195,2078.7918818678,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,316.63223414216
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,9,95575.5340792633,2312.04244471155,"2@",1,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,233.25056284375
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,10,95775.5509644442,2512.05932989251,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,200.01688518096
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,11,95992.1858472329,2728.69421268115,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,216.63488278864
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,12,96192.1845229038,2928.69288835209,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,199.99867567094
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,13,96392.3258949174,3128.83426036569,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,200.1413720136
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,14,96592.2401446836,3328.74851013185,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,199.91424976616
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,15,96792.1977661857,3528.70613163395,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,199.9576215021
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,16,97025.4711736882,3761.97953913652,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,233.27340750257
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,17,97242.1441309082,3978.65249635652,"2@",1,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,216.67295722
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,18,97408.8409260397,4145.34929148795,"2@",1,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,166.69679513143
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,19,97642.1596917601,4378.66805720842,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,233.31876572047
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,20,97875.4605790558,4611.96894450404,"2@",1,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,233.300887295621
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,21,98075.4917007683,4812.00006621657,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,200.03112171253
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,22,98275.4976602403,5012.00602568861,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,200.00595947204
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,23,98442.1577052665,5178.66607071483,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,166.66004502622
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,24,98625.4811061474,5361.98947159573,"2@",1,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,183.323400880899
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,25,98825.485079123,5561.99344457127,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,200.00397297554
1,3,6,0.2,0.2,2,1,93206016.8947381,NA,26,99025.4986534813,5762.00701892958,"2@",0,NA,NA,NA,NA,2.1,"41",NA,NA,"2@","2@",0,200.013574358311
1,3,6,0.2,0.2,2,1,93206016.8947381,93215321.2362161,27,99242.1461174047,5978.65448285302,"2@",1,9.29427327506291,9.1,35.7986389220023,41.9483866375376,2.1,"41",42.9650364190165,45.0816587207082,NA,"2@",0,216.64746392344
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,1,93859.6428065751,596.151172023383,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@",NA,0,NA
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,2,94076.4985210511,813.006886499352,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,216.855714475969
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,3,94243.1651877226,979.673553170869,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,166.666666671517
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,4,94459.6937932031,1196.20215865143,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,216.528605480561
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,5,94659.6997526752,1396.20811812347,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,200.00595947204
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,6,94943.3416544155,1679.85001986381,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,283.64190174034
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,7,95142.9731601777,1879.48152562603,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,199.63150576222
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,8,95309.9851453401,2046.49351078842,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,167.01198516239
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,9,95509.920915439,2246.42928088724,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"2@","2@",0,199.93577009882
1,4,6,0.2,0.2,2,1,93215332.4026179,NA,10,95693.3280800543,2429.83644550259,"2@",0,NA,NA,NA,NA,2.7,"41",NA,NA,"","2@",0,183.40716461535
