"id","instrial","latency_bin","key","binmedian","npress","nreward"
"17",9,"[2400,2800)","1",2578.6217765417,3,0
"17",9,"[2800,3200)","1",3020.30254167039,2,0
"17",9,"[3200,3600)","1",3403.45350466669,2,0
"17",9,"[3600,4000)","2",3911.76959429868,1,0
"17",9,"[4000,4400)","2",4211.6941078566,3,0
"17",9,"[4400,4800)","2",4594.6522160666,2,1
"17",9,"[4800,5200)","2",5011.35607413016,3,0
"17",9,"[5200,5600)","2",5444.42327367141,2,0
"17",9,"[5600,6000]","2",5860.72155763395,3,1
"17",10,"[2400,2800)","1",2546.47448519245,1,0
"17",10,"[2800,3200)","1",2962.80802926049,3,1
"17",10,"[3200,3600)","1",3354.37059856485,2,1
