"id","instrial","latency_bin","switch","binmedian_1","binmedian_2","npress_1","npress_2","nreward_1","nreward_2"
"068",1,"[2850,2900)",NA,NA,NA,0,0,0,0
"068",1,"[2900,2950)",NA,NA,NA,0,0,0,0
"068",1,"[2950,3000)",NA,NA,NA,0,0,0,0
"068",1,"[3000,3050)",0,NA,3012.05664128065,0,1,0,0
"068",1,"[3050,3100)",NA,NA,NA,0,0,0,0
"068",1,"[3100,3150)",NA,NA,NA,0,0,0,0
"068",1,"[3150,3200)",0,NA,3161.945894768,0,1,0,0
"068",1,"[3200,3250)",NA,NA,NA,0,0,0,0
"068",1,"[3250,3300)",NA,NA,NA,0,0,0,0
"068",1,"[3300,3350)",0,NA,3311.92387785995,0,1,0,0
"068",1,"[3350,3400)",NA,NA,NA,0,0,0,0
"068",1,"[3400,3450)",NA,NA,NA,0,0,0,0
"068",1,"[3450,3500)",0,NA,3478.76314801397,0,1,0,0
"068",1,"[3500,3550)",NA,NA,NA,0,0,0,0
"068",1,"[3550,3600)",NA,NA,NA,0,0,0,0
"068",1,"[3600,3650)",0,NA,3628.51202319143,0,1,0,0
"068",1,"[3650,3700)",NA,NA,NA,0,0,0,0
"068",1,"[3700,3750)",NA,NA,NA,0,0,0,0
"068",1,"[3750,3800)",NA,NA,NA,0,0,0,0
"068",1,"[3800,3850)",0,NA,3845.03660094924,0,1,0,1
"068",1,"[3850,3900)",NA,NA,NA,0,0,0,0
"068",1,"[3900,3950)",NA,NA,NA,0,0,0,0
"068",1,"[3950,4000)",0,NA,3979.22003967687,0,1,0,0
"068",1,"[4000,4050)",NA,NA,NA,0,0,0,0
"068",1,"[4050,4100)",NA,NA,NA,0,0,0,0
"068",1,"[4100,4150)",0,NA,4145.09553340031,0,1,0,1
"068",1,"[4150,4200)",NA,NA,NA,0,0,0,0
"068",1,"[4200,4250)",NA,NA,NA,0,0,0,0
"068",1,"[4250,4300)",0,NA,4295.06689490518,0,1,0,0
"068",1,"[4300,4350)",NA,NA,NA,0,0,0,0
"068",1,"[4350,4400)",NA,NA,NA,0,0,0,0
"068",1,"[4400,4450)",0,NA,4445.0597766554,0,1,0,0
"068",1,"[4450,4500)",NA,NA,NA,0,0,0,0
"068",1,"[4500,4550)",NA,NA,NA,0,0,0,0
"068",1,"[4550,4600)",0,NA,4595.03378678346,0,1,0,0
"068",1,"[4600,4650)",NA,NA,NA,0,0,0,0
"068",1,"[4650,4700)",NA,NA,NA,0,0,0,0
"068",1,"[4700,4750)",0,NA,4728.19782741135,0,1,0,0
"068",1,"[4750,4800)",NA,NA,NA,0,0,0,0
"068",1,"[4800,4850)",NA,NA,NA,0,0,0,0
"068",1,"[4850,4900)",0,NA,4878.17812809953,0,1,0,1
"068",1,"[4900,4950)",NA,NA,NA,0,0,0,0
"068",1,"[4950,5000)",NA,NA,NA,0,0,0,0
"068",1,"[5000,5050)",0,NA,5028.4951380454,0,1,0,0
"068",1,"[5050,5100)",NA,NA,NA,0,0,0,0
"068",1,"[5100,5150)",NA,NA,NA,0,0,0,0
"068",1,"[5150,5200)",0,NA,5194.74508427083,0,1,0,0
"068",1,"[5200,5250)",NA,NA,NA,0,0,0,0
"068",1,"[5250,5300)",NA,NA,NA,0,0,0,0
"068",1,"[5300,5350)",0,NA,5328.5103677772,0,1,0,0
"068",1,"[5350,5400)",NA,NA,NA,0,0,0,0
"068",1,"[5400,5450)",NA,NA,NA,0,0,0,0
"068",1,"[5450,5500)",0,NA,5477.91359451367,0,1,0,0
"068",1,"[5500,5550)",NA,NA,NA,0,0,0,0
"068",1,"[5550,5600)",NA,NA,NA,0,0,0,0
"068",1,"[5600,5650)",0,NA,5628.24914499652,0,1,0,0
"068",1,"[5650,5700)",NA,NA,NA,0,0,0,0
"068",1,"[5700,5750)",NA,NA,NA,0,0,0,0
"068",1,"[5750,5800)",0,NA,5777.78149320511,0,1,0,0
"068",1,"[5800,5850)",NA,NA,NA,0,0,0,0
"068",1,"[5850,5900)",NA,NA,NA,0,0,0,0
"068",1,"[5900,5950)",0,NA,5928.17465175176,0,1,0,0
"068",1,"[5950,6000]",NA,NA,NA,0,0,0,0
"068",2,"[ 100, 150)",NA,NA,NA,0,0,0,0
"068",2,"[ 150, 200)",NA,NA,NA,0,0,0,0
"068",2,"[ 200, 250)",NA,NA,NA,0,0,0,0
"068",2,"[ 250, 300)",NA,NA,NA,0,0,0,0
"068",2,"[ 300, 350)",NA,NA,NA,0,0,0,0
"068",2,"[ 350, 400)",0,351.097036502324,NA,1,0,1,0
"068",2,"[ 400, 450)",NA,NA,NA,0,0,0,0
"068",2,"[ 450, 500)",NA,NA,NA,0,0,0,0
"068",2,"[ 500, 550)",0,534.459891205188,NA,1,0,0,0
"068",2,"[ 550, 600)",NA,NA,NA,0,0,0,0
"068",2,"[ 600, 650)",NA,NA,NA,0,0,0,0
"068",2,"[ 650, 700)",NA,NA,NA,0,0,0,0
"068",2,"[ 700, 750)",NA,NA,NA,0,0,0,0
"068",2,"[ 750, 800)",NA,NA,NA,0,0,0,0
"068",2,"[ 800, 850)",0,800.90186430607,NA,1,0,0,0
"068",2,"[ 850, 900)",NA,NA,NA,0,0,0,0
"068",2,"[ 900, 950)",NA,NA,NA,0,0,0,0
"068",2,"[ 950,1000)",0,967.915614077356,NA,1,0,0,0
"068",2,"[1000,1050)",NA,NA,NA,0,0,0,0
"068",2,"[1050,1100)",NA,NA,NA,0,0,0,0
"068",2,"[1100,1150)",0,1101.02039127378,NA,1,0,0,0
"068",2,"[1150,1200)",NA,NA,NA,0,0,0,0
"068",2,"[1200,1250)",0,1217.64594869455,NA,1,0,0,0
"068",2,"[1250,1300)",NA,NA,NA,0,0,0,0
"068",2,"[1300,1350)",NA,NA,NA,0,0,0,0
"068",2,"[1350,1400)",NA,NA,NA,0,0,0,0
"068",2,"[1400,1450)",NA,NA,NA,0,0,0,0
"068",2,"[1450,1500)",1,NA,1467.27762121009,0,1,0,0
"068",2,"[1500,1550)",NA,NA,NA,0,0,0,0
"068",2,"[1550,1600)",NA,NA,NA,0,0,0,0
"068",2,"[1600,1650)",0,NA,1634.02485090774,0,1,0,0
"068",2,"[1650,1700)",NA,NA,NA,0,0,0,0
"068",2,"[1700,1750)",NA,NA,NA,0,0,0,0
"068",2,"[1750,1800)",NA,NA,NA,0,0,0,0
"068",2,"[1800,1850)",0,NA,1800.50224967999,0,1,0,0
"068",2,"[1850,1900)",NA,NA,NA,0,0,0,0
"068",2,"[1900,1950)",0,NA,1933.82951320382,0,1,0,0
"068",2,"[1950,2000)",NA,NA,NA,0,0,0,0
"068",2,"[2000,2050)",NA,NA,NA,0,0,0,0
"068",2,"[2050,2100)",0,NA,2067.67856015358,0,1,0,1
"068",2,"[2100,2150)",NA,NA,NA,0,0,0,0
"068",2,"[2150,2200)",NA,NA,NA,0,0,0,0
"068",2,"[2200,2250)",0,NA,2200.91047242749,0,1,0,0
"068",2,"[2250,2300)",NA,NA,NA,0,0,0,0
"068",2,"[2300,2350)",NA,NA,NA,0,0,0,0
"068",2,"[2350,2400)",NA,NA,NA,0,0,0,0
"068",2,"[2400,2450)",NA,NA,NA,0,0,0,0
"068",2,"[2450,2500)",NA,NA,NA,0,0,0,0
"068",2,"[2500,2550)",0,NA,2534.41122232471,0,1,0,0
"068",2,"[2550,2600)",NA,NA,NA,0,0,0,0
"068",2,"[2600,2650)",NA,NA,NA,0,0,0,0
"068",2,"[2650,2700)",NA,NA,NA,0,0,0,0
"068",2,"[2700,2750)",NA,NA,NA,0,0,0,0
"068",2,"[2750,2800)",NA,NA,NA,0,0,0,0
"068",2,"[2800,2850)",0,NA,2816.84407079592,0,1,0,0
"068",2,"[2850,2900)",NA,NA,NA,0,0,0,0
"068",2,"[2900,2950)",NA,NA,NA,0,0,0,0
"068",2,"[2950,3000)",NA,NA,NA,0,0,0,0
"068",2,"[3000,3050)",NA,NA,NA,0,0,0,0
"068",2,"[3050,3100)",NA,NA,NA,0,0,0,0
"068",2,"[3100,3150)",0,NA,3116.70137493638,0,1,0,0
"068",2,"[3150,3200)",NA,NA,NA,0,0,0,0
"068",2,"[3200,3250)",0,NA,3233.33322297549,0,1,0,0
"068",2,"[3250,3300)",NA,NA,NA,0,0,0,0
"068",2,"[3300,3350)",NA,NA,NA,0,0,0,0
"068",2,"[3350,3400)",0,NA,3366.6161216097,0,1,0,0
"068",2,"[3400,3450)",NA,NA,NA,0,0,0,0
"068",2,"[3450,3500)",0,NA,3499.88941894844,0,1,0,0
"068",2,"[3500,3550)",NA,NA,NA,0,0,0,0
"068",2,"[3550,3600)",NA,NA,NA,0,0,0,0
"068",2,"[3600,3650)",0,NA,3633.23224330088,0,1,0,0
"068",2,"[3650,3700)",NA,NA,NA,0,0,0,0
"068",2,"[3700,3750)",NA,NA,NA,0,0,0,0
"068",2,"[3750,3800)",0,NA,3783.17910479382,0,1,0,1
"068",2,"[3800,3850)",NA,NA,NA,0,0,0,0
"068",2,"[3850,3900)",NA,NA,NA,0,0,0,0
"068",2,"[3900,3950)",0,NA,3916.80103028193,0,1,0,1
"068",2,"[3950,4000)",NA,NA,NA,0,0,0,0
"068",2,"[4000,4050)",NA,NA,NA,0,0,0,0
"068",2,"[4050,4100)",0,NA,4066.72372290632,0,1,0,0
"068",2,"[4100,4150)",NA,NA,NA,0,0,0,0
"068",2,"[4150,4200)",NA,NA,NA,0,0,0,0
"068",2,"[4200,4250)",0,NA,4249.91507775849,0,1,0,0
"068",2,"[4250,4300)",NA,NA,NA,0,0,0,0
"068",2,"[4300,4350)",NA,NA,NA,0,0,0,0
"068",2,"[4350,4400)",NA,NA,NA,0,0,0,0
"068",2,"[4400,4450)",0,NA,4449.830321013,0,1,0,0
"068",2,"[4450,4500)",NA,NA,NA,0,0,0,0
"068",2,"[4500,4550)",NA,NA,NA,0,0,0,0
"068",2,"[4550,4600)",NA,NA,NA,0,0,0,0
"068",2,"[4600,4650)",0,NA,4649.62372655282,0,1,0,0
"068",2,"[4650,4700)",NA,NA,NA,0,0,0,0
"068",2,"[4700,4750)",NA,NA,NA,0,0,0,0
"068",2,"[4750,4800)",0,NA,4799.53483137069,0,1,0,0
"068",2,"[4800,4850)",NA,NA,NA,0,0,0,0
"068",2,"[4850,4900)",NA,NA,NA,0,0,0,0
"068",2,"[4900,4950)",0,NA,4949.50851041358,0,1,0,0
"068",2,"[4950,5000)",NA,NA,NA,0,0,0,0
"068",2,"[5000,5050)",NA,NA,NA,0,0,0,0
"068",2,"[5050,5100)",NA,NA,NA,0,0,0,0
"068",2,"[5100,5150)",0,NA,5116.08953750692,0,1,0,0
"068",2,"[5150,5200)",NA,NA,NA,0,0,0,0
"068",2,"[5200,5250)",NA,NA,NA,0,0,0,0
"068",2,"[5250,5300)",0,NA,5266.02745981654,0,1,0,0
"068",2,"[5300,5350)",NA,NA,NA,0,0,0,0
"068",2,"[5350,5400)",NA,NA,NA,0,0,0,0
"068",2,"[5400,5450)",NA,NA,NA,0,0,0,0
"068",2,"[5450,5500)",NA,NA,NA,0,0,0,0
"068",2,"[5500,5550)",1,5533.19747978821,NA,1,0,0,0
"068",2,"[5550,5600)",NA,NA,NA,0,0,0,0
"068",2,"[5600,5650)",NA,NA,NA,0,0,0,0
"068",2,"[5650,5700)",NA,NA,NA,0,0,0,0
"068",2,"[5700,5750)",0,5716.20574686676,NA,1,0,0,0
"068",2,"[5750,5800)",NA,NA,NA,0,0,0,0
"068",2,"[5800,5850)",NA,NA,NA,0,0,0,0
"068",2,"[5850,5900)",0,5865.76921673259,NA,1,0,0,0
"068",2,"[5900,5950)",NA,NA,NA,0,0,0,0
"068",2,"[5950,6000]",0,5999.12429106189,NA,1,0,1,0
"068",3,"[ 100, 150)",NA,NA,NA,0,0,0,0
"068",3,"[ 150, 200)",NA,NA,NA,0,0,0,0
"068",3,"[ 200, 250)",NA,NA,NA,0,0,0,0
"068",3,"[ 250, 300)",NA,NA,NA,0,0,0,0
"068",3,"[ 300, 350)",NA,NA,NA,0,0,0,0
"068",3,"[ 350, 400)",NA,NA,NA,0,0,0,0
"068",3,"[ 400, 450)",0,405.807489703875,NA,1,0,0,0
"068",3,"[ 450, 500)",NA,NA,NA,0,0,0,0
"068",3,"[ 500, 550)",NA,NA,NA,0,0,0,0
"068",3,"[ 550, 600)",0,588.950837787706,NA,1,0,0,0
"068",3,"[ 600, 650)",NA,NA,NA,0,0,0,0
"068",3,"[ 650, 700)",NA,NA,NA,0,0,0,0
"068",3,"[ 700, 750)",0,722.277770226356,NA,1,0,0,0
"068",3,"[ 750, 800)",NA,NA,NA,0,0,0,0
"068",3,"[ 800, 850)",NA,NA,NA,0,0,0,0
"068",3,"[ 850, 900)",0,872.468307265081,NA,1,0,1,0
"068",3,"[ 900, 950)",NA,NA,NA,0,0,0,0
"068",3,"[ 950,1000)",NA,NA,NA,0,0,0,0
"068",3,"[1000,1050)",0,1005.54295611801,NA,1,0,0,0
"068",3,"[1050,1100)",NA,NA,NA,0,0,0,0
"068",3,"[1100,1150)",NA,NA,NA,0,0,0,0
"068",3,"[1150,1200)",0,1155.48683790257,NA,1,0,1,0
"068",3,"[1200,1250)",NA,NA,NA,0,0,0,0
"068",3,"[1250,1300)",0,1288.98096614284,NA,1,0,0,0
"068",3,"[1300,1350)",NA,NA,NA,0,0,0,0
"068",3,"[1350,1400)",NA,NA,NA,0,0,0,0
"068",3,"[1400,1450)",0,1438.95365198841,NA,1,0,1,0
"068",3,"[1450,1500)",NA,NA,NA,0,0,0,0
"068",3,"[1500,1550)",NA,NA,NA,0,0,0,0
"068",3,"[1550,1600)",0,1588.83628383046,NA,1,0,1,0
"068",3,"[1600,1650)",NA,NA,NA,0,0,0,0
"068",3,"[1650,1700)",NA,NA,NA,0,0,0,0
"068",3,"[1700,1750)",0,1722.4592025741,NA,1,0,0,0
"068",3,"[1750,1800)",NA,NA,NA,0,0,0,0
"068",3,"[1800,1850)",NA,NA,NA,0,0,0,0
"068",3,"[1850,1900)",0,1855.26501369895,NA,1,0,0,0
"068",3,"[1900,1950)",NA,NA,NA,0,0,0,0
"068",3,"[1950,2000)",NA,NA,NA,0,0,0,0
"068",3,"[2000,2050)",0,2038.53814548347,NA,1,0,0,0
"068",3,"[2050,2100)",NA,NA,NA,0,0,0,0
"068",3,"[2100,2150)",NA,NA,NA,0,0,0,0
"068",3,"[2150,2200)",0,2188.90117568662,NA,1,0,0,0
"068",3,"[2200,2250)",NA,NA,NA,0,0,0,0
"068",3,"[2250,2300)",NA,NA,NA,0,0,0,0
"068",3,"[2300,2350)",NA,NA,NA,0,0,0,0
"068",3,"[2350,2400)",NA,NA,NA,0,0,0,0
"068",3,"[2400,2450)",1,NA,2404.92515917867,0,1,0,0
"068",3,"[2450,2500)",NA,NA,NA,0,0,0,0
"068",3,"[2500,2550)",NA,NA,NA,0,0,0,0
"068",3,"[2550,2600)",0,NA,2588.5843312717,0,1,0,0
"068",3,"[2600,2650)",NA,NA,NA,0,0,0,0
"068",3,"[2650,2700)",NA,NA,NA,0,0,0,0
"068",3,"[2700,2750)",NA,NA,NA,0,0,0,0
"068",3,"[2750,2800)",0,NA,2754.86473692581,0,1,0,0
"068",3,"[2800,2850)",NA,NA,NA,0,0,0,0
"068",3,"[2850,2900)",NA,NA,NA,0,0,0,0
"068",3,"[2900,2950)",0,NA,2905.30358458636,0,1,0,0
"068",3,"[2950,3000)",NA,NA,NA,0,0,0,0
"068",3,"[3000,3050)",0,NA,3038.22163218865,0,1,0,0
"068",3,"[3050,3100)",NA,NA,NA,0,0,0,0
"068",3,"[3100,3150)",NA,NA,NA,0,0,0,0
"068",3,"[3150,3200)",0,NA,3188.08737886138,0,1,0,0
"068",3,"[3200,3250)",NA,NA,NA,0,0,0,0
"068",3,"[3250,3300)",NA,NA,NA,0,0,0,0
"068",3,"[3300,3350)",NA,NA,NA,0,0,0,0
"068",3,"[3350,3400)",0,NA,3354.62569649098,0,1,0,0
"068",3,"[3400,3450)",NA,NA,NA,0,0,0,0
"068",3,"[3450,3500)",0,NA,3487.8771424992,0,1,0,0
"068",3,"[3500,3550)",NA,NA,NA,0,0,0,0
"068",3,"[3550,3600)",NA,NA,NA,0,0,0,0
"068",3,"[3600,3650)",NA,NA,NA,0,0,0,0
"068",3,"[3650,3700)",0,NA,3671.17642966332,0,1,0,1
"068",3,"[3700,3750)",NA,NA,NA,0,0,0,0
"068",3,"[3750,3800)",NA,NA,NA,0,0,0,0
"068",3,"[3800,3850)",0,NA,3804.92549022892,0,1,0,0
"068",3,"[3850,3900)",NA,NA,NA,0,0,0,0
"068",3,"[3900,3950)",NA,NA,NA,0,0,0,0
"068",3,"[3950,4000)",0,NA,3972.58385451278,0,1,0,0
"068",3,"[4000,4050)",NA,NA,NA,0,0,0,0
"068",3,"[4050,4100)",NA,NA,NA,0,0,0,0
"068",3,"[4100,4150)",0,NA,4104.73578091478,0,1,0,0
"068",3,"[4150,4200)",NA,NA,NA,0,0,0,0
"068",3,"[4200,4250)",NA,NA,NA,0,0,0,0
"068",3,"[4250,4300)",0,NA,4271.29263908137,0,1,0,1
"068",3,"[4300,4350)",NA,NA,NA,0,0,0,0
"068",3,"[4350,4400)",NA,NA,NA,0,0,0,0
"068",3,"[4400,4450)",0,NA,4422.58004710311,0,1,0,0
"068",3,"[4450,4500)",NA,NA,NA,0,0,0,0
"068",3,"[4500,4550)",NA,NA,NA,0,0,0,0
"068",3,"[4550,4600)",NA,NA,NA,0,0,0,0
"068",3,"[4600,4650)",1,4621.17957498413,NA,1,0,0,0
"068",3,"[4650,4700)",NA,NA,NA,0,0,0,0
"068",3,"[4700,4750)",NA,NA,NA,0,0,0,0
"068",3,"[4750,4800)",NA,NA,NA,0,0,0,0
"068",3,"[4800,4850)",0,4804.43317297613,NA,1,0,0,0
"068",3,"[4850,4900)",NA,NA,NA,0,0,0,0
"068",3,"[4900,4950)",NA,NA,NA,0,0,0,0
"068",3,"[4950,5000)",0,4954.49127769098,NA,1,0,1,0
"068",3,"[5000,5050)",NA,NA,NA,0,0,0,0
"068",3,"[5050,5100)",NA,NA,NA,0,0,0,0
"068",3,"[5100,5150)",0,5121.27989245346,NA,1,0,0,0
"068",3,"[5150,5200)",NA,NA,NA,0,0,0,0
"068",3,"[5200,5250)",NA,NA,NA,0,0,0,0
"068",3,"[5250,5300)",0,5287.59936563438,NA,1,0,0,0
"068",3,"[5300,5350)",NA,NA,NA,0,0,0,0
"068",3,"[5350,5400)",NA,NA,NA,0,0,0,0
"068",3,"[5400,5450)",NA,NA,NA,0,0,0,0
"068",3,"[5450,5500)",0,5454.72502079792,NA,1,0,1,0
"068",3,"[5500,5550)",NA,NA,NA,0,0,0,0
"068",3,"[5550,5600)",NA,NA,NA,0,0,0,0
"068",3,"[5600,5650)",0,5620.70579821011,NA,1,0,0,0
"068",3,"[5650,5700)",NA,NA,NA,0,0,0,0
"068",3,"[5700,5750)",NA,NA,NA,0,0,0,0
"068",3,"[5750,5800)",NA,NA,NA,0,0,0,0
"068",3,"[5800,5850)",0,5803.92264627153,NA,1,0,0,0
"068",3,"[5850,5900)",NA,NA,NA,0,0,0,0
"068",3,"[5900,5950)",NA,NA,NA,0,0,0,0
"068",3,"[5950,6000]",0,5970.56426113704,NA,1,0,0,0
"068",4,"[ 100, 150)",NA,NA,NA,0,0,0,0
"068",4,"[ 150, 200)",NA,NA,NA,0,0,0,0
"068",4,"[ 200, 250)",NA,NA,NA,0,0,0,0
"068",4,"[ 250, 300)",NA,NA,NA,0,0,0,0
"068",4,"[ 300, 350)",NA,NA,NA,0,0,0,0
"068",4,"[ 350, 400)",NA,NA,NA,0,0,0,0
"068",4,"[ 400, 450)",NA,NA,NA,0,0,0,0
"068",4,"[ 450, 500)",NA,NA,NA,0,0,0,0
"068",4,"[ 500, 550)",0,518.638860317878,NA,1,0,0,0
"068",4,"[ 550, 600)",NA,NA,NA,0,0,0,0
"068",4,"[ 600, 650)",NA,NA,NA,0,0,0,0
"068",4,"[ 650, 700)",NA,NA,NA,0,0,0,0
"068",4,"[ 700, 750)",0,702.171559503768,NA,1,0,1,0
"068",4,"[ 750, 800)",NA,NA,NA,0,0,0,0
"068",4,"[ 800, 850)",NA,NA,NA,0,0,0,0
"068",4,"[ 850, 900)",0,851.930367061868,NA,1,0,1,0
"068",4,"[ 900, 950)",NA,NA,NA,0,0,0,0
"068",4,"[ 950,1000)",NA,NA,NA,0,0,0,0
"068",4,"[1000,1050)",0,1018.43921851832,NA,1,0,0,0
"068",4,"[1050,1100)",NA,NA,NA,0,0,0,0
"068",4,"[1100,1150)",0,1135.2991812164,NA,1,0,0,0
"068",4,"[1150,1200)",NA,NA,NA,0,0,0,0
"068",4,"[1200,1250)",NA,NA,NA,0,0,0,0
"068",4,"[1250,1300)",NA,NA,NA,0,0,0,0
"068",4,"[1300,1350)",0,1301.73817463219,NA,1,0,0,0
"068",4,"[1350,1400)",NA,NA,NA,0,0,0,0
"068",4,"[1400,1450)",NA,NA,NA,0,0,0,0
"068",4,"[1450,1500)",0,1468.29933684785,NA,1,0,1,0
"068",4,"[1500,1550)",NA,NA,NA,0,0,0,0
"068",4,"[1550,1600)",NA,NA,NA,0,0,0,0
"068",4,"[1600,1650)",0,1618.83552232757,NA,1,0,1,0
"068",4,"[1650,1700)",NA,NA,NA,0,0,0,0
"068",4,"[1700,1750)",NA,NA,NA,0,0,0,0
"068",4,"[1750,1800)",NA,NA,NA,0,0,0,0
"068",4,"[1800,1850)",0,1801.56899231952,NA,1,0,0,0
"068",4,"[1850,1900)",NA,NA,NA,0,0,0,0
"068",4,"[1900,1950)",NA,NA,NA,0,0,0,0
"068",4,"[1950,2000)",0,1951.50691462914,NA,1,0,0,0
"068",4,"[2000,2050)",NA,NA,NA,0,0,0,0
"068",4,"[2050,2100)",NA,NA,NA,0,0,0,0
"068",4,"[2100,2150)",0,2134.8068639636,NA,1,0,0,0
"068",4,"[2150,2200)",NA,NA,NA,0,0,0,0
"068",4,"[2200,2250)",NA,NA,NA,0,0,0,0
"068",4,"[2250,2300)",0,2284.64678634191,NA,1,0,0,0
"068",4,"[2300,2350)",NA,NA,NA,0,0,0,0
"068",4,"[2350,2400)",NA,NA,NA,0,0,0,0
"068",4,"[2400,2450)",NA,NA,NA,0,0,0,0
"068",4,"[2450,2500)",0,2484.62990124244,NA,1,0,1,0
"068",4,"[2500,2550)",NA,NA,NA,0,0,0,0
"068",4,"[2550,2600)",NA,NA,NA,0,0,0,0
"068",4,"[2600,2650)",NA,NA,NA,0,0,0,0
"068",4,"[2650,2700)",0,2667.90799924638,NA,1,0,0,0
"068",4,"[2700,2750)",NA,NA,NA,0,0,0,0
"068",4,"[2750,2800)",NA,NA,NA,0,0,0,0
"068",4,"[2800,2850)",0,2834.49631009717,NA,1,0,1,0
"068",4,"[2850,2900)",NA,NA,NA,0,0,0,0
"068",4,"[2900,2950)",NA,NA,NA,0,0,0,0
"068",4,"[2950,3000)",NA,NA,NA,0,0,0,0
"068",4,"[3000,3050)",0,3001.14057364408,NA,1,0,0,0
"068",4,"[3050,3100)",NA,NA,NA,0,0,0,0
"068",4,"[3100,3150)",NA,NA,NA,0,0,0,0
"068",4,"[3150,3200)",0,3167.70537773846,NA,1,0,0,0
"068",4,"[3200,3250)",NA,NA,NA,0,0,0,0
"068",4,"[3250,3300)",NA,NA,NA,0,0,0,0
"068",4,"[3300,3350)",0,3334.33308725944,NA,1,0,0,0
"068",4,"[3350,3400)",NA,NA,NA,0,0,0,0
"068",4,"[3400,3450)",NA,NA,NA,0,0,0,0
"068",4,"[3450,3500)",NA,NA,NA,0,0,0,0
"068",4,"[3500,3550)",0,3500.93629671028,NA,1,0,1,0
"068",4,"[3550,3600)",NA,NA,NA,0,0,0,0
"068",4,"[3600,3650)",NA,NA,NA,0,0,0,0
"068",4,"[3650,3700)",NA,NA,NA,0,0,0,0
"068",4,"[3700,3750)",NA,NA,NA,0,0,0,0
"068",4,"[3750,3800)",NA,NA,NA,0,0,0,0
"068",4,"[3800,3850)",NA,NA,NA,0,0,0,0
"068",4,"[3850,3900)",0,3850.84806365194,NA,1,0,0,0
