"id","instrial","latency_bin","key","binmedian","npress","nreward"
"068",1,"[ 600, 900)","2",696.249846834689,2,0
"068",1,"[ 900,1200)","2",1062.88186041638,3,0
"068",1,"[1200,1500)","2",1371.11849052598,2,0
"068",1,"[1500,1800)","2",1629.52264756314,2,0
"068",1,"[1800,2100)","2",1921.01850407198,2,0
"068",1,"[2100,2400)","2",2229.0050026204,2,0
"068",1,"[2400,2700)","2",2578.88564796303,2,0
"068",1,"[2700,3000)","2",2845.39251291426,1,0
"068",1,"[3000,3300)","2",3087.00126802433,2,0
"068",1,"[3300,3600)","2",3395.34351293696,2,0
"068",1,"[3600,3900)","2",3736.77431207034,2,1
"068",1,"[3900,4200)","2",4062.15778653859,2,1
"068",1,"[4200,4500)","2",4370.06333578029,2,0
"068",1,"[4500,4800)","2",4661.61580709741,2,0
"068",1,"[4800,5100)","2",4953.33663307247,2,1
"068",1,"[5100,5400)","2",5261.62772602401,2,0
"068",1,"[5400,5700)","2",5553.08136975509,2,0
"068",1,"[5700,6000]","2",5852.97807247844,2,0
"068",2,"[ 300, 600)","1",442.778463853756,2,1
"068",2,"[ 600, 900)","1",800.90186430607,1,0
"068",2,"[ 900,1200)","1",1034.46800267557,2,0
"068",2,"[1200,1500)","1",1217.64594869455,1,0
"068",2,"[1200,1500)","2",1467.27762121009,1,0
"068",2,"[1500,1800)","2",1634.02485090774,1,0
"068",2,"[1800,2100)","2",1933.82951320382,3,1
"068",2,"[2100,2400)","2",2200.91047242749,1,0
"068",2,"[2400,2700)","2",2534.41122232471,1,0
"068",2,"[2700,3000)","2",2816.84407079592,1,0
"068",2,"[3000,3300)","2",3175.01729895594,2,0
"068",2,"[3300,3600)","2",3433.25277027907,2,0
"068",2,"[3600,3900)","2",3708.20567404735,2,1
"068",2,"[3900,4200)","2",3991.76237659412,2,1
"068",2,"[4200,4500)","2",4349.87269938575,2,0
"068",2,"[4500,4800)","2",4724.57927896176,2,0
"068",2,"[4800,5100)","2",4949.50851041358,1,0
"068",2,"[5100,5400)","2",5191.05849866173,2,0
"068",2,"[5400,5700)","1",5533.19747978821,1,0
"068",2,"[5700,6000]","1",5865.76921673259,3,1
"068",3,"[ 300, 600)","1",497.37916374579,2,0
"068",3,"[ 600, 900)","1",797.373038745719,2,1
"068",3,"[ 900,1200)","1",1080.51489701029,2,1
"068",3,"[1200,1500)","1",1363.96730906563,2,1
"068",3,"[1500,1800)","1",1655.64774320228,2,1
"068",3,"[1800,2100)","1",1946.90157959121,2,0
"068",3,"[2100,2400)","1",2188.90117568662,1,0
"068",3,"[2400,2700)","2",2496.75474522519,2,0
"068",3,"[2700,3000)","2",2830.08416075609,2,0
"068",3,"[3000,3300)","2",3113.15450552501,2,0
"068",3,"[3300,3600)","2",3421.25141949509,2,0
"068",3,"[3600,3900)","2",3738.05095994612,2,1
"068",3,"[3900,4200)","2",4038.65981771378,2,0
"068",3,"[4200,4500)","2",4346.93634309224,2,1
"068",3,"[4500,4800)","1",4621.17957498413,1,0
"068",3,"[4800,5100)","1",4879.46222533355,2,1
"068",3,"[5100,5400)","1",5204.43962904392,2,0
"068",3,"[5400,5700)","1",5537.71540950402,2,1
"068",3,"[5700,6000]","1",5887.24345370428,2,0
"068",4,"[ 300, 600)","1",518.638860317878,1,0
"068",4,"[ 600, 900)","1",777.050963282818,2,2
"068",4,"[ 900,1200)","1",1076.86919986736,2,0
"068",4,"[1200,1500)","1",1385.01875574002,2,1
"068",4,"[1500,1800)","1",1618.83552232757,1,1
